x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.04104745388031006,-0.0449674129486084,-0.0339281668638618,-0.06539946794509888,-0.10402649641036987,-0.053792211947384594,-0.06703513860702515,-0.15698939561843872,-0.07161843383068156,-0.06528478860855103,-0.2088044285774231,-0.08873419069999766,-0.02696925401687622,-0.21093004941940308,-0.0334054788326652,-0.04022526741027832,-0.2944164276123047,-0.05842767262214732,-0.04590672254562378,-0.34650707244873047,-0.07801434004062724,-0.047985076904296875,-0.3926933705806732,-0.09193145090097499,0.01160651445388794,-0.21672067046165466,-0.03286237248534274,0.013821005821228027,-0.31526628136634827,-0.054931334940138576,0.016508102416992188,-0.3754963278770447,-0.07072361165041041,0.0193520188331604,-0.42447829246520996,-0.0823328977202804,0.04493510723114014,-0.2006813883781433,-0.03672163167351794,0.055981338024139404,-0.28654614090919495,-0.05851817854994845,0.06250172853469849,-0.33963102102279663,-0.07180005663389277,0.06977105140686035,-0.3853267431259155,-0.08032533132785868,0.07555687427520752,-0.16843658685684204,-0.0438633223747642,0.09781306982040405,-0.23071834444999695,-0.05990687736624789,0.11200869083404541,-0.2686523497104645,-0.06690463775152278,0.12512558698654175,-0.30426448583602905,-0.07185418510192942,OPEN_PALM
0.0,0.0,0.0,-0.04168754816055298,-0.04383647441864014,-0.035281186590822466,-0.06624025106430054,-0.10206055641174316,-0.055631765763195284,-0.06834971904754639,-0.1552959680557251,-0.07368043218079401,-0.06672316789627075,-0.20774400234222412,-0.0909567863148768,-0.027215957641601562,-0.2096414864063263,-0.0348565295738299,-0.04096555709838867,-0.29341548681259155,-0.060215847234161624,-0.046462953090667725,-0.3460371494293213,-0.07993398759785486,-0.048097968101501465,-0.39240843057632446,-0.093939760367306,0.011615753173828125,-0.2159317433834076,-0.03363454122367693,0.013435542583465576,-0.3144383430480957,-0.056095556954773196,0.016246020793914795,-0.3750690519809723,-0.07215874050083948,0.01925426721572876,-0.42451974749565125,-0.08391001228514505,0.045020997524261475,-0.20063763856887817,-0.036883650015028246,0.05528980493545532,-0.285940021276474,-0.05903293345394922,0.06189274787902832,-0.3383610248565674,-0.0726014316481669,0.06937748193740845,-0.3835752308368683,-0.08125054244223429,0.07563120126724243,-0.16940629482269287,-0.0435143053931315,0.09699523448944092,-0.23155254125595093,-0.05973934535208536,0.11127692461013794,-0.2688285708427429,-0.06697548333826853,0.12475806474685669,-0.3037245273590088,-0.07208144817772699,OPEN_PALM
0.0,0.0,0.0,-0.04269593954086304,-0.04292190074920654,-0.03531625172680375,-0.06760948896408081,-0.10148769617080688,-0.055743828924355476,-0.0701519250869751,-0.15577584505081177,-0.0737011996526098,-0.06949514150619507,-0.20815619826316833,-0.09100729650443551,-0.029530763626098633,-0.20773613452911377,-0.037343424322066276,-0.042980730533599854,-0.2927362322807312,-0.06229671886747834,-0.04854917526245117,-0.34519314765930176,-0.0811189008373594,-0.050535619258880615,-0.3912630081176758,-0.09440862810796258,0.009577810764312744,-0.21383342146873474,-0.036159076305088966,0.012897193431854248,-0.3129889965057373,-0.058797866614518135,0.0160372257232666,-0.3738974332809448,-0.07452355748599526,0.01911163330078125,-0.4234696626663208,-0.08585224724000451,0.04346728324890137,-0.19849789142608643,-0.03922155550306794,0.056050777435302734,-0.2840110659599304,-0.06218332475608346,0.06320351362228394,-0.33723336458206177,-0.0762213138360357,0.07097852230072021,-0.38350093364715576,-0.08481884426063058,0.07451939582824707,-0.16818499565124512,-0.0454331976789808,0.09848761558532715,-0.2314651608467102,-0.06236397898381707,0.11425656080245972,-0.2682498097419739,-0.06982391005939004,0.12881535291671753,-0.3031136989593506,-0.07486948049252984,OPEN_PALM
0.0,0.0,0.0,-0.04187154769897461,-0.04367172718048096,-0.03375449486738091,-0.06694382429122925,-0.1029779314994812,-0.05371820264225846,-0.0698082447052002,-0.15764403343200684,-0.07132688247328645,-0.07050985097885132,-0.20997750759124756,-0.08831460856562501,-0.030539214611053467,-0.2093297243118286,-0.03643684544330483,-0.04379779100418091,-0.29367685317993164,-0.0612646647608841,-0.04918438196182251,-0.34555748105049133,-0.07988665335541612,-0.050973594188690186,-0.3917967677116394,-0.09287479602461701,0.008538424968719482,-0.21602076292037964,-0.03589367949133759,0.012636244297027588,-0.3158494830131531,-0.057790425500925835,0.01620340347290039,-0.3755340576171875,-0.07257986151343232,0.019660472869873047,-0.42430317401885986,-0.08315800212984925,0.04235607385635376,-0.20018696784973145,-0.0393782415307129,0.05505406856536865,-0.28576821088790894,-0.06083715044623261,0.06201082468032837,-0.3387885093688965,-0.07330469124680405,0.0693809986114502,-0.3855748474597931,-0.08111643873816377,0.07272672653198242,-0.16919851303100586,-0.04601446249252206,0.09662455320358276,-0.23185080289840698,-0.061699484369810875,0.11224430799484253,-0.2685069441795349,-0.0679061346567238,0.12664401531219482,-0.3030463755130768,-0.07206736587649232,OPEN_PALM
0.0,0.0,0.0,-0.04149925708770752,-0.045025527477264404,-0.03355340397034068,-0.06614029407501221,-0.1051100492477417,-0.05342239623937983,-0.06946110725402832,-0.1600247621536255,-0.0710313517418899,-0.07070815563201904,-0.2120288908481598,-0.08803660905037303,-0.028966665267944336,-0.21117061376571655,-0.03599101042423625,-0.04182875156402588,-0.29502442479133606,-0.06094563862357516,-0.04701894521713257,-0.3473868668079376,-0.07972384726677317,-0.04882669448852539,-0.39403003454208374,-0.09293539559517283,0.0100555419921875,-0.21782183647155762,-0.03563232457313914,0.014146208763122559,-0.31695109605789185,-0.05784258356366534,0.017336368560791016,-0.3765474259853363,-0.07273035233889003,0.020435810089111328,-0.425234317779541,-0.08336660003338237,0.04390585422515869,-0.20166844129562378,-0.03934900200043101,0.056529104709625244,-0.2875763177871704,-0.06128738557968516,0.06330525875091553,-0.3402351140975952,-0.07378343975220103,0.07079267501831055,-0.38645273447036743,-0.08148827886257548,0.07417851686477661,-0.17008274793624878,-0.04620372986469645,0.09807652235031128,-0.23284122347831726,-0.0622561026183166,0.11357873678207397,-0.26976627111434937,-0.06858138477478404,0.12806260585784912,-0.30480092763900757,-0.07277362531099696,OPEN_PALM
0.0,0.0,0.0,-0.04164952039718628,-0.04422992467880249,-0.033836686573659014,-0.06578004360198975,-0.10338431596755981,-0.05367469560328586,-0.06999403238296509,-0.15945762395858765,-0.07121292274418933,-0.0725175142288208,-0.21240165829658508,-0.08822768699351413,-0.028986573219299316,-0.20997196435928345,-0.0360027491671191,-0.04144853353500366,-0.2937629222869873,-0.06047763820711238,-0.04633718729019165,-0.34633511304855347,-0.07898063730422122,-0.047950923442840576,-0.39299899339675903,-0.09215716045323474,0.010150253772735596,-0.2160123586654663,-0.03549665730420215,0.013823270797729492,-0.31597229838371277,-0.057536588571702074,0.016920149326324463,-0.3761391043663025,-0.0725293732804404,0.019828975200653076,-0.42525413632392883,-0.08337028097334964,0.04384171962738037,-0.19993680715560913,-0.03905750583830936,0.056856393814086914,-0.2860967516899109,-0.06116598244730098,0.06383764743804932,-0.3388993442058563,-0.07399257045212848,0.07139885425567627,-0.3852716088294983,-0.08197254460278613,0.07411938905715942,-0.16871905326843262,-0.045722169391547274,0.09777224063873291,-0.2317419946193695,-0.062049334458743166,0.11336714029312134,-0.26895859837532043,-0.06868356984082324,0.12800651788711548,-0.3045591115951538,-0.07321995269480808,OPEN_PALM
0.0,0.0,0.0,-0.04197728633880615,-0.04344147443771362,-0.03505232214843623,-0.06624174118041992,-0.10299229621887207,-0.05547408416783206,-0.06903308629989624,-0.15842127799987793,-0.07327305555259578,-0.07082134485244751,-0.21141356229782104,-0.0904192703953921,-0.02844679355621338,-0.20944005250930786,-0.03771149769341342,-0.039903223514556885,-0.29334157705307007,-0.062458940147513076,-0.04456514120101929,-0.34520184993743896,-0.08110237151300304,-0.04584312438964844,-0.3914390206336975,-0.09434453427707545,0.010370373725891113,-0.2154235541820526,-0.03649152845060222,0.01483154296875,-0.3135426342487335,-0.05834898009812228,0.01874321699142456,-0.37309330701828003,-0.07337441325103633,0.02266031503677368,-0.4215105473995209,-0.08438487380658977,0.04387474060058594,-0.19858551025390625,-0.039417129307144805,0.05738884210586548,-0.2834181785583496,-0.06124869391238086,0.0652737021446228,-0.33583417534828186,-0.07467211812650554,0.07371801137924194,-0.38172751665115356,-0.08330243110572688,0.07402867078781128,-0.16673898696899414,-0.04553584784185283,0.09843915700912476,-0.228145033121109,-0.062008057086819335,0.11456269025802612,-0.2644479274749756,-0.06946318626319758,0.12963652610778809,-0.2990001440048218,-0.0746780189863383,OPEN_PALM
0.0,0.0,0.0,-0.04190325736999512,-0.042752981185913086,-0.03580624115424946,-0.06587785482406616,-0.1020086407661438,-0.05633628991204098,-0.0685567855834961,-0.157700777053833,-0.0740844110842307,-0.0705212950706482,-0.21123865246772766,-0.0911030421848853,-0.02840334177017212,-0.20969265699386597,-0.03767521557169751,-0.0394362211227417,-0.293525367975235,-0.062312832742508206,-0.044039130210876465,-0.3453938066959381,-0.08095388364749745,-0.04518657922744751,-0.39146873354911804,-0.09420184296327427,0.010659635066986084,-0.21577271819114685,-0.036020780622537885,0.015415668487548828,-0.31415697932243347,-0.05776061367946461,0.019416749477386475,-0.373899906873703,-0.0728888909216483,0.023476004600524902,-0.422484815120697,-0.0839464316959937,0.04420018196105957,-0.19889873266220093,-0.03858845186191395,0.05805867910385132,-0.2836758494377136,-0.06038917106347874,0.06596547365188599,-0.33579885959625244,-0.07388122630077198,0.07447940111160278,-0.38154006004333496,-0.08250112336831883,0.07407063245773315,-0.16721171140670776,-0.04440914717274502,0.09854787588119507,-0.22872385382652283,-0.060841503262098584,0.11468148231506348,-0.26478761434555054,-0.06827785325008229,0.12989014387130737,-0.29907768964767456,-0.0734483699198325,OPEN_PALM
0.0,0.0,0.0,-0.04231142997741699,-0.04368901252746582,-0.03518819112131233,-0.06678253412246704,-0.10335636138916016,-0.055593126004430005,-0.06999528408050537,-0.15889972448349,-0.07335850272128219,-0.07159894704818726,-0.2116866111755371,-0.09045303288647766,-0.028063595294952393,-0.20968091487884521,-0.03721174273440475,-0.039489567279815674,-0.29320597648620605,-0.062059052770825573,-0.043882787227630615,-0.3453764319419861,-0.08085114929625625,-0.044820189476013184,-0.3915233016014099,-0.09424822453209991,0.010942041873931885,-0.2157708704471588,-0.03605684313723678,0.015559077262878418,-0.31474989652633667,-0.05818634900996322,0.01943981647491455,-0.3746132254600525,-0.07338505659052963,0.023336827754974365,-0.42328572273254395,-0.08443601105162735,0.04447859525680542,-0.19878661632537842,-0.039109271501990506,0.058115601539611816,-0.28390759229660034,-0.061237592732402035,0.06621426343917847,-0.3364565968513489,-0.07464101586291427,0.07486820220947266,-0.38240760564804077,-0.08316823515841598,0.07439815998077393,-0.16652870178222656,-0.04537421140620346,0.09883993864059448,-0.2281566858291626,-0.06197697717496986,0.1149904727935791,-0.2645612061023712,-0.06931694272706146,0.1302052140235901,-0.29927587509155273,-0.07442480746457214,OPEN_PALM
0.0,0.0,0.0,-0.042329490184783936,-0.04409605264663696,-0.03478065473675773,-0.06725567579269409,-0.10404330492019653,-0.05504114148855255,-0.07011181116104126,-0.1590951681137085,-0.07278877464771316,-0.07126915454864502,-0.21169960498809814,-0.08986958829402969,-0.028753459453582764,-0.2104867696762085,-0.03659161148309753,-0.04000699520111084,-0.2944052219390869,-0.061317715474367596,-0.04438614845275879,-0.3464258909225464,-0.0800501850032811,-0.0452960729598999,-0.392917662858963,-0.09339427170991943,0.010638952255249023,-0.21651998162269592,-0.03575795111894653,0.01531517505645752,-0.3148839473724365,-0.05761134220004127,0.019109725952148438,-0.3746393918991089,-0.07282494721651123,0.02306002378463745,-0.4235498309135437,-0.0839777287626271,0.04436248540878296,-0.19954454898834229,-0.03911463511824653,0.058128297328948975,-0.28453803062438965,-0.06098906291365669,0.06606119871139526,-0.33738836646080017,-0.07431203094959304,0.07458376884460449,-0.3840487003326416,-0.08290934530735061,0.07428866624832153,-0.16744685173034668,-0.045676611044407345,0.09861481189727783,-0.22848516702651978,-0.062124978431463695,0.11461877822875977,-0.2645248770713806,-0.06927695838451431,0.12965703010559082,-0.2989897131919861,-0.07427862999677703,OPEN_PALM
